,情報ソース,企業名,ヘッドライン,URL,スニペット,日付,詳細
38,日本経済新聞,富士フイルム,富士フイルム、半導体材料で新工場棟 国内200億円投資 - 日本経済新聞,https://www.nikkei.com/article/DGXZQOUC3021E0Q4A930C2000000/,"Sep 29, 2024 ... 富士フイルムは30日、国内の2つの半導体材料の製造拠点に計約200億円を投じ、2つの新工場棟をそれぞれ稼働させると発表した。静岡県と大分県の拠点が ...",2024-09-30 12:14:26+09:00,富士フイルムは30日、国内の2つの半導体材料の製造拠点に計約200億円を投じ、2つの新工場棟をそれぞれ稼働させると発表した。静岡県と大分県の拠点が対象になる。生成人工知能（AI）向けなどで半導体需要が高まるなか、成長領域と位置づける材料分野の供給体制を整える。静岡県吉田町の拠点に約130億円を投じて新棟を建設し、25年秋に稼働を始める。半導体に回路パターンを描く工程で使われる感光材料「フォトレ
39,日本経済新聞,富士フイルム,富士フイルム、「1ナノ台」半導体材料向け新工場棟 - 日本経済新聞,https://www.nikkei.com/article/DGXZQOUC2496A0U4A920C2000000/,"Sep 29, 2024 ... 富士フイルムは次世代の半導体材料の開発・生産拠点を国内に設ける。静岡県の拠点に約130億円を投じて新棟を建設し、回路線幅が1ナノ（ナノは10億分 ...",2024-09-30 02:00:00+09:00,富士フイルムは次世代の半導体材料の開発・生産拠点を国内に設ける。静岡県の拠点に約130億円を投じて新棟を建設し、回路線幅が1ナノ（ナノは10億分の1）メートル台の半導体向けの材料を供給する。半導体が経済安全保障の重要物資となるなか、日本でも素材を含めたサプライチェーン（供給網）の再構築の動きが本格化してきた。静岡工場（静岡県吉田町）で2025年秋に新棟を稼働し、半導体に回路を描く工程で使うフォ
40,日本経済新聞,キヤノン,キヤノンメディカルシステムズ、医療画像解析ソフト新製品 AIで ...,https://www.nikkei.com/article/DGXZQOUC318920R31C24A0000000/,4 days ago ... キヤノンの医療機器子会社キヤノンメディカルシステムズは31日、医療画像の解析ソフトウエアの新製品を11月5日に発売すると発表した。,2024-10-31 17:59:50+09:00,キヤノンの医療機器子会社キヤノンメディカルシステムズは31日、医療画像の解析ソフトウエアの新製品を11月5日に発売すると発表した。人工知能（AI）が骨や血管などを自動抽出し、見たい臓器だけを表示する。医師の診断を効率化し、働き方の改善につなげる。医療画像の解析ソフトウエア「Abierto Vision（アビエルト ビジョン）」を発売する。コンピューター断層撮影
41,日本経済新聞,キヤノン,キヤノンMJ、高齢者向けアイス新興に出資 施設に拡販 - 日本経済新聞,https://www.nikkei.com/article/DGXZQOUC296OU0Z21C24A0000000/,6 days ago ... キヤノンマーケティングジャパン（MJ）は29日、高齢者向けの栄養食を手がけるLacuS（ラコス、新潟市）に出資したと発表した。出資額は非公表。,2024-10-29 17:28:08+09:00,キヤノンマーケティングジャパン（MJ）は29日、高齢者向けの栄養食を手がけるLacuS（ラコス、新潟市）に出資したと発表した。出資額は非公表。キヤノンMJはカメラやプリンターの販売以外にも、福祉・介護業界のデジタル化支援を手がけている。取引のある高齢者施設などに栄養価の高いアイスクリームの販路を広げる。ラコスは2022年3月の設立で、高齢者向けに栄養素をバランス良く摂取できる「完全栄養食」アイ
42,日本経済新聞,キヤノン,キヤノン電子 橋元社長 - 日本経済新聞,https://www.nikkei.com/article/DGKKZO84336160U4A021C2TB1000/,"Oct 24, 2024 ... 宇宙ロケットや衛星のサプライチェーン（供給網）の国産化は安全保障の観点から非常に重要だ。国内の部品加工メーカーは小規模な場合もあり、政府補助 ...",2024-10-25 02:00:00+09:00,宇宙ロケットや衛星のサプライチェーン（供給網）の国産化は安全保障の観点から非常に重要だ。国内の部品加工メーカーは小規模な場合もあり、政府補助も必要だ。キヤノン電子は観測衛星を開発し、小型ロ
43,日本経済新聞,キヤノン,キヤノン純利益23%増に下振れ 24年12月期決算、円高想定で - 日本 ...,https://www.nikkei.com/article/DGXZQOUC2263I0S4A021C2000000/,"Oct 23, 2024 ... キヤノンは24日、2024年12月期の連結純利益（米国会計基準）が前期比23%増の3250億円になりそうだと発表した。従来予想から100億円下方修正した。",2024-10-24 19:57:01+09:00,キヤノンは24日、2024年12月期の連結純利益（米国会計基準）が前期比23%増の3250億円になりそうだと発表した。従来予想から100億円下方修正した。想定為替レートを円高方向に見直したのが主因。経費削減の上積みなどで、過去最高だった07年12月期（4883億円）以来17年ぶりとなる高い利益水準は維持する。売上高は9%増の4兆5400億円、営業利益は21%増の4555億円とした。それぞれ60
44,日本経済新聞,キヤノン,キヤノンMJ、配当上積み キヤノン電は1〜9月最終増益 - 日本経済新聞,https://www.nikkei.com/article/DGXZQOUC235T20T21C24A0000000/,"Oct 22, 2024 ... キヤノンマーケティングジャパンは23日、2024年12月期の連結純利益が前期比7%増の390億円になりそうだと発表した。従来計画から15億円上振れする。",2024-10-23 19:26:39+09:00,キヤノンマーケティングジャパンは23日、2024年12月期の連結純利益が前期比7%増の390億円になりそうだと発表した。従来計画から15億円上振れする。CAD（コンピューターによる設計）関連製品を手がける子会社株式の譲渡益などが、利益を押し上げる。年間配当も前年比10円増の130円と、予想から10円上積みする。売上高が7%増の
45,日本経済新聞,キヤノン,ニコンとキヤノン退けEUV露光装置独占 ASMLの立役者 - 日本経済新聞,https://www.nikkei.com/article/DGXZQOUC087BD0Y4A001C2000000/,"Oct 17, 2024 ... 最先端半導体の製造に欠かせない極端紫外線（EUV）露光装置が間もなく日本に上陸する。ラピダス（東京・千代田）が2024年内にも千歳工場（北海道千歳 ...",2024-10-18 05:00:00+09:00,最先端半導体の製造に欠かせない極端紫外線（EUV）露光装置が間もなく日本に上陸する。ラピダス（東京・千代田）が2024年内にも千歳工場（北海道千歳市）に導入し、これが国内第1号となる見通しだ。同装置を世界で唯一製造しているオランダASMLが供給する。ラピダスを皮切りに、EUV露光装置は日本の半導体工場に相次ぎ導入される。米マイクロン・テクノロジーは25年に広島工場（広島県東広島市）に導入し、2
46,日本経済新聞,キヤノン,キヤノン、A3カラーレーザープリンター「Satera LBP812Ci」など ...,https://www.nikkei.com/article/DGXZRSP680300_X11C24A0000000/,"Oct 16, 2024 ... 【プレスリリース】発表日:2024年10月17日メンテナンス部分を手前に引き出す機構を採用した業界初のA3レーザープリンターを発売フルフロントアクセス ...",2024-10-17 14:41:23+09:00,"【プレスリリース】発表日:2024年10月17日メンテナンス部分を手前に引き出す機構を採用した業界初のA3レーザープリンターを発売フルフロントアクセスの実現で設置スペースや印刷に関わる作業負荷を削減キヤノンは、レーザープリンター「Satera」シリーズの新製品として、A3カラーレーザープリンターの""Satera LBP812Ci""など計5機種を、2024年10月25日に発売します。"
47,日本経済新聞,キヤノン,キヤノン、高解像度を実現する新技術を搭載したカラー複合機 ...,https://www.nikkei.com/article/DGXZRSP679771_Y4A001C2000000/,"Oct 7, 2024 ... 【プレスリリース】発表日:2024年10月08日高解像度を実現する新技術を搭載したカラー複合機""imageFORCE C7165F""を発売高品位なチラシやポスターなどの ...",2024-10-08 16:21:29+09:00,"【プレスリリース】発表日:2024年10月08日高解像度を実現する新技術を搭載したカラー複合機""imageFORCE C7165F""を発売高品位なチラシやポスターなどの企業内印刷をオフィス機並みの簡単な操作で実現キヤノンは、複合機の新ブランド""imageFORCE（イメージフォース）""を立ち上げ、カラー複合機""imageFORCE C7165F""を2024年11月中旬に発売します。"
48,日本経済新聞,キヤノン,キヤノンが新型複合機、高画質ポスター印刷を手軽に - 日本経済新聞,https://www.nikkei.com/article/DGXZQOUC085R70Y4A001C2000000/,"Oct 7, 2024 ... キヤノンの「imageFORCE C7165F」は印刷業務を内製化したいと考える小売店などに売り込む. キヤノンは8日、オフィス向けカラー複合機の新製品を11月 ...",2024-10-08 17:04:34+09:00,キヤノンは8日、オフィス向けカラー複合機の新製品を11月中旬に発売すると発表した。光沢のある「コート紙」にも対応するなど従来機種では難しい高品質なチラシやポスターの印刷ができる。外部の専門業者に頼っていた印刷業務を内製化できるとして、小売店など幅広い企業の需要を取り込む。新製品「imageFORCE C7165F」を発売する。チラシやポスター、名刺など、様々な用途に対応する。印刷に必要な「像」
49,日本経済新聞,キヤノン,キヤノンITS、「TradeWise 通関データベース」の「Standard ...,https://www.nikkei.com/article/DGXZRSP679623_X01C24A0000000/,"Oct 6, 2024 ... ... キヤノンマーケティングジャパングループのキヤノンITソリューションズ株式会社（本社 : 東京都港区、代表取締役社長 : 金澤 明、以下キヤノンITS）は ...",2024-10-07 10:25:16+09:00,"【プレスリリース】発表日:2024年10月07日貿易業務管理ソリューション「TradeWise 通関データベース」の低コスト/高速導入が可能な""Standard Edition""を提供開始機能の標準化によりNACCSと連携した貿易管理業務デジタル化を早期に実現キヤノンマーケティングジャパングループのキヤノンITソリューションズ株式会社（本社 : 東京都港区、代表取締役社長 : 金澤 明、"
50,QUICK Money World,シャープ,三菱鉛筆の開示情報「“自分らしさ”をテーマに表現する第3回アート ...,https://moneyworld.jp/stock/7976/news/disclosure/3954814,3 days ago ... 【筆記具大手】シャープペン、ボールペン強い。化粧品OEMも。 お気に入り追加. QUICKレーティング. QUICKレーティング. QUICKレーティングは、証券会社や ...,,"発表者：三菱鉛筆、タイトル：「“自分らしさ”をテーマに表現する第3回アートコンテスト 受賞33作品を発表！」、本文：「  プレスリリース  “自分らしさ”をテーマに表現する第3回アートコンテスト 受賞33作品を発表！
“自分らしさ”をテーマに表現する第3回アートコンテスト 受賞33作品を発表！ 

三菱鉛筆株式会社（本社：東京都品川区 社長：数原滋彦）はオフィシャルパートナー契約を締結している一般社団法人 障がい者自立推進機構（所在地：東京都港区 代表理事：松永昭弘 以下、パラリンアート）と第3回アートコンテストを開催いたしました。「生まれながらにすべての人がユニークである」という当社の信念に基づき、一人ひとりが持つさまざまな違い、つまり「自分らしさ」をテーマに自由に表現いただいたアートコンテストの結果をご"
51,QUICK Money World,シャープ,シャープの開示情報「プラズマクラスター空気清浄機の新製品 ...,https://moneyworld.jp/stock/6753/news/disclosure/3979861,3 days ago ... 発表者：シャープ、タイトル：「プラズマクラスター空気清浄機の新製品プロモーションを開始」、本文：「 2024年11月1日 シャープ株式会社 人気女優・ ...,,"発表者：シャープ、タイトル：「プラズマクラスター空気清浄機の新製品プロモーションを開始」、本文：「
2024年11月1日 シャープ株式会社 人気女優・浜辺美波さんを起用したテレビコマーシャルなどを広く展開 プラズマクラスター空気清浄機の新製品プロモーションを開始
  空気清浄機プロモーション キービジュアル
  シャープは、新プラズマクラスター空気清浄機＜KI-TX100/TX75＞のプロモーションを、「プラズマクラスターの日」である11月11日（月）※より開始します。今回新たに人気女優・浜辺美波さんを起用しました。  新製品は、「空気は『見る』時代です。」をコンセプトに、室内にただよう粒子数を算出して、「AIモニター」に表示。空気清浄効果の見える化を実現しました。本プロモーションでは、清」"
52,QUICK Money World,シャープ,三菱鉛筆の開示情報「[Delayed](Correction) Notice of Partial ...,https://moneyworld.jp/stock/7976/news/disclosure/20241031508562,3 days ago ... 【筆記具大手】シャープペン、ボールペン強い。化粧品OEMも。 お気に入り追加. QUICKレーティング. QUICKレーティング. QUICKレーティングは、証券会社や ...,,"発表者：三菱鉛筆、タイトル：「[Delayed](Correction) Notice of Partial Corrections to Summary of Consolidated Financial Results for the Year Ended December 31, ’23 (Japanese GAAP)」、本文：「1TranslationNotice:ThisdocumentisanexcerpttranslationoftheoriginalJapanesedocumentandisonlyforreferencepurposes.IntheeventofanydiscrepancybetweenthistranslateddocumentandtheoriginalJapanesedocument,thelattershallprevail.NewsReleaseOctober31,2024Companyname:MitsubishiPencilCompany,LimitedRepresentati」"
53,QUICK Money World,シャープ,三菱鉛筆の開示情報「[Delayed]Notice Concerning Revisions to ...,https://moneyworld.jp/stock/7976/news/disclosure/20241031508557,3 days ago ... 【筆記具大手】シャープペン、ボールペン強い。化粧品OEMも。 お気に入り追加. QUICKレーティング. QUICKレーティング. QUICKレーティングは、証券会社や ...,,"発表者：三菱鉛筆、タイトル：「[Delayed]Notice Concerning Revisions to Consolidated Earnings Forecasts and Dividend Forecasts」、本文：「1Note:ThisdocumenthasbeentranslatedfromtheJapaneseoriginalforreferencepurposesonly.IntheeventofanydiscrepancybetweenthistranslateddocumentandtheJapaneseoriginal,theoriginalshallprevail.NewsReleaseOctober31,2024Companyname:MitsubishiPencilCompany,LimitedRepresentative:ShigehikoSuharaRepresentativeDir」"
54,QUICK Money World,シャープ,三菱鉛筆の開示情報「[Delayed]Summary of Consolidated Financial ...,https://moneyworld.jp/stock/7976/news/disclosure/20241101509218,3 days ago ... 【筆記具大手】シャープペン、ボールペン強い。化粧品OEMも。 お気に入り追加. QUICKレーティング. QUICKレーティング. QUICKレーティングは、証券会社や ...,,"発表者：三菱鉛筆、タイトル：「[Delayed]Summary of Consolidated Financial Results for the Nine Months Ended September 30, 2024(Based on Japanese GAAP)」、本文：「1TranslationNotice:ThisdocumentisanexcerpttranslationoftheoriginalJapanesedocumentandisonlyforreferencepurposes.IntheeventofanydiscrepancybetweenthistranslateddocumentandtheoriginalJapanesedocument,thelattershallprevail.SummaryofConsolidatedFinancialResultsfortheNineMonthsEndedSeptember30,2024(Based」"
55,QUICK Money World,シャープ,シャープの開示情報「スマートフォン「AQUOS wish4」をKDDIから ...,https://moneyworld.jp/stock/6753/news/disclosure/3925301,3 days ago ... 発表者：シャープ、タイトル：「スマートフォン「AQUOS wish4」をKDDIから法人向けに発売」、本文：「 2024年9月2日 シャープ株式会社 大容量バッテリー ...,,"発表者：シャープ、タイトル：「スマートフォン「AQUOS wish4」をKDDIから法人向けに発売」、本文：「 2024年9月2日 シャープ株式会社 大容量バッテリーと見やすい大型ディスプレイを搭載。防水・防塵・耐衝撃※1にも対応 スマートフォン「AQUOS wish4」をKDDIから法人向けに発売   「AQUOS wish4」（ブラック）   シャープは、ベーシックモデルのスマートフォン「AQUOS wish4」を商品化。KDDI株式会社より法人向けとして発売します。  本機は、大容量の5,000mAhのバッテリー搭載により、長時間の電池持ちを実現。充電が難しい外出先でも安心して使用できます。約6.6インチの大型ディスプレイを搭載し、大きく見やすい表示で、地図や資料の閲覧にもより便利に使えるように」"
56,QUICK Money World,シャープ,シャープの開示情報「「エンタメおまかせ AQUOSキャッシュバック ...,https://moneyworld.jp/stock/6753/news/disclosure/3979859,3 days ago ... 発表者：シャープ、タイトル：「「エンタメおまかせ AQUOSキャッシュバックキャンペーン」を開始」、本文：「 2024年11月1日 シャープ株式会社 対象の ...,,"発表者：シャープ、タイトル：「「エンタメおまかせ AQUOSキャッシュバックキャンペーン」を開始」、本文：「
2024年11月1日 シャープ株式会社 対象のテレビと4Kレコーダーのセット購入で最大60,000円※1をキャッシュバック※2 「エンタメおまかせ AQUOSキャッシュバックキャンペーン」を開始
 
  シャープは、本日11月1日より、当社テレビの最新モデルを購入いただいたお客様を対象に「エンタメおまかせ AQUOSキャッシュバックキャンペーン」を開始します。対象機種のmini LEDテレビ『AQUOS XLED』＜GP1ライン＞や有機ELテレビ『AQUOS QD-OLED』＜GS1ライン＞などは、AIがコンテンツに応じて画質や音質を自動で整える“おまかせ”調整機能を搭載。年末年始、大画面で」"
57,QUICK Money World,シャープ,シャープの開示情報「プラズマクラスター加湿空気清浄機など3機種 ...,https://moneyworld.jp/stock/6753/news/disclosure/3926894,4 days ago ... 発表者：シャープ、タイトル：「プラズマクラスター加湿空気清浄機など3機種を発売 － 業界初※1、室内にただよう粒子数の見える化を実現。,,発表者：シャープ、タイトル：「プラズマクラスター加湿空気清浄機など3機種を発売 － 業界初※1、室内にただよう粒子数の見える化を実現。空気は「見る」時代へ 加湿フィルターを自動で洗浄する便利な「加湿内部洗浄」機能も新搭載」、本文：「 2024年9月3日 シャープ株式会社 業界初※1、室内にただよう粒子数の見える化を実現。空気は「見る」時代へ 加湿フィルターを自動で洗浄する便利な「加湿内部洗浄」機能も新搭載 プラズマクラスター加湿空気清浄機など3機種を発売   左から、プラズマクラスター加湿空気清浄機＜KI-TX100-H＞と「AIモニター」のイメージ、＜KI-TX75-H/-W＞   シャープは、室内の空気清浄効果の見える化を実現し、さらに食品工場などで求められるクリーンルーム規格Class8レベルの空気環境を目指した運転※2をおこなうプラズマク
58,QUICK Money World,シャープ,三菱鉛筆の開示情報「（訂正・数値データ訂正）「2024 年 12 月期 ...,https://moneyworld.jp/stock/7976/news/disclosure/20241030506730,4 days ago ... 【筆記具大手】シャープペン、ボールペン強い。化粧品OEMも。 お気に入り追加. QUICKレーティング. QUICKレーティング. QUICKレーティングは、証券会社や ...,,発表者：三菱鉛筆、タイトル：「（訂正・数値データ訂正）「2024 年 12 月期 第 2 四半期（中間期）決算短信〔日本基準〕（連結）」の一部訂正に関するお知らせ 」、本文：「-1-2024年10月31日各位上場会社名三菱鉛筆株式会社代表者代表取締役社長数原滋彦（コード番号7976東証プライム）問合せ先責任者上席執行役員財務担当長谷川直人（TEL．03－3458－6215）https://www.mpuni.co.jp（訂正・数値データ訂正）「2024年12月期第2四半期（中間期）決算短信〔日本基準〕（連結）」の一部訂正に関するお知らせ当社は、2024年7月30日に公表した「2024年12月期第2四半期（中間期）決算短信〔日本基準〕（連結）」の記載内容の一部に訂正すべき事項がありましたので、下記の通りお知らせします。また、数値データにも訂正がありましたので訂正後の数」
59,QUICK Money World,シャープ,三菱鉛筆の開示情報「確認書」｜QUICK Money World - 株式投資 ...,https://moneyworld.jp/stock/7976/news/disclosure/S100ULZO,4 days ago ... 【筆記具大手】シャープペン、ボールペン強い。化粧品OEMも。 お気に入り追加. QUICKレーティング. QUICKレーティング.,,"発表者：三菱鉛筆、タイトル：「確認書」、本文：「【表紙】【提出書類】確認書【根拠条文】金融商品取引法第24条の４の８第１項【提出先】関東財務局長【提出日】2024年10月31日【会社名】三菱鉛筆株式会社【英訳名】MITSUBISHIPENCILCOMPANY,LIMITED【代表者の役職氏名】代表取締役社長数原滋彦【最高財務責任者の役職氏名】該当事項はありません。【本店の所在の場所】東京都品川区東大井五丁目23番37号【縦覧に供する場所】株式会社東京証券取引所（東京都中央区日本橋兜町２番１号）EDINET提出書類三菱鉛筆株式会社(E02366)確認書1/2１【四半期報告書の記載内容の適正性に関する事項】当社代表取締役社長数原滋彦は、当社の第」"
60,QUICK Money World,コニカミノルタ,「QUICK AI速報」の記事・ニュース一覧｜QUICK Money World ...,https://moneyworld.jp/news/list?series=210003,3 days ago ... コニカミノルタ（4902）は2%高 フジクラ（5803）は1% 安 22日の夜間PTS. 23日の株式市場で、THECOO（4255）や ...,,「QUICK AI速報」の記事やニュースを一覧で表示します。関連する銘柄の株価やチャートなども。
61,QUICK Money World,コニカミノルタ,ニデック (6594) のニュース・適時開示｜QUICK Money World - 株式 ...,https://moneyworld.jp/stock/6594/news,4 days ago ... ... 【騰落率ランキング】先週動いた銘柄 上昇1位はコニカミノルタ、下落1位は富士通ゼネラル. 【日経QUICKニュース（NQN）】先週（10月21～25 ...,,ニデック (6594) の適時開示情報やPR（プレスリリース）、QUICKオリジナルのニュースを閲覧できます。適時開示情報では決算短信などTDnetの文書、有価証券報告書や大量保有報告書などEDINETの文書、コーポレートガバナンス報告書を閲覧できます。
62,QUICK Money World,コニカミノルタ,セブン＆アイ・ホールディングス (3382) の株価チャート｜QUICK ...,https://moneyworld.jp/stock/3382/chart,4 days ago ... セブン＆アイ・ホールディングスの関連記事・ニュース ; 【騰落率ランキング】先週動いた銘柄 上昇1位はコニカミノルタ、下落1位は富士通ゼネラル · NQNセレクト. 2024/10/28 ...,,【QUICK Money World】はQUICKが提供する、株式投資・マーケット・金融情報の総合サイトです。株価・チャート・ニュース・株主優待・IPO情報等の企業情報まで幅広く提供しています。マーケット・金融・投資に関心のある方へ、最新情報を発信します。
63,QUICK Money World,コニカミノルタ,コニカミノルタの開示情報「胸部X線画像診断支援AI「CXR Finding ...,https://moneyworld.jp/stock/4902/news/disclosure/3972173,4 days ago ... ... コニカミノルタ株式会社（本社：東京都千代田区、社長：大幸 利充、以下 コニカミノルタ）は、胸部X線画像をAIで解析し、結節影、腫瘤影や浸潤影の見落とし防止を支援 ...,,"発表者：コニカミノルタ、タイトル：「胸部X線画像診断支援AI「CXR Finding-i」の検出精度改良を達成」、本文：「
胸部X線画像診断支援AI「CXR Finding-i」の検出精度改良を達成～特異度の向上により診断の効率化に寄与～


 2024年10月25日 


  コニカミノルタ株式会社（本社：東京都千代田区、社長：大幸 利充、以下 コニカミノルタ）は、胸部X線画像をAIで解析し、結節影、腫瘤影や浸潤影の見落とし防止を支援する胸部X線画像診断支援AI「CXR Finding-i」において、国内外で取得した数十万件以上の胸部X線画像の学習（Deep Learning）を行い、自社独自技術による精度改良を実現しました。
コニカミノルタは、ヘルスケア事業を通じてマテリアリティ（重要課題）の一つに掲げる「健」"
64,QUICK Money World,コニカミノルタ,三菱電株が急伸 4～9月期営業益は過去最高、空調など伸びる ...,https://moneyworld.jp/news/05_00148649_news,3 days ago ... ... 【騰落率ランキング】先週動いた銘柄 上昇1位はコニカミノルタ、下落1位は富士通ゼネラル. 【日経QUICKニュース（NQN ...,,【日経ＱＵＩＣＫニュース（ＮＱＮ）】11月１日の東京株式市場で、三菱電機（プライム、6503）が急伸している。前日比399円50銭（16.73％）高の2787円まで上昇し、7月22日以来3カ月ぶりの高値水準をつけた。10 […]
65,QUICK Money World,コニカミノルタ,ニデック (6594) の業績・決算｜QUICK Money World - 株式投資 ...,https://moneyworld.jp/stock/6594/consolidated,4 days ago ... ニデックの関連記事・ニュース · ニデック（6594） 強めの当研究所営業利益予想を据え置く。 · 【騰落率ランキング】先週動いた銘柄 上昇1位はコニカミノルタ、下落1位は富士通 ...,,ニデック (6594) の業績・決算をグラフと表で直観的に把握できます。有料会員なら過去20期の損益計算書、貸借対照表、キャッシュフロー計算書、配当金などを分析できます。
66,QUICK Money World,コニカミノルタ,コニカミノルタの開示情報「「EX感性」開発部門がIoT-AI 2024国際 ...,https://moneyworld.jp/stock/4902/news/disclosure/3958854,3 days ago ... 発表者：コニカミノルタ、タイトル：「「EX感性」開発部門がIoT-AI 2024国際学会で最優秀論文賞を受賞 － AIと脳科学の融合など高い革新性が評価」、 ...,,発表者：コニカミノルタ、タイトル：「「EX感性」開発部門がIoT-AI 2024国際学会で最優秀論文賞を受賞 － AIと脳科学の融合など高い革新性が評価」、本文：「 デザイン解析サービス「EXplainable感性® 」開発部門がIoT-AI 2024国際学会で最優秀論文賞を受賞 AIと脳科学の融合など高い革新性が評価       2024年10月10日      コニカミノルタ株式会社（本社：東京都千代田区、社長：大幸 利充、以下 コニカミノルタ）は、プロフェッショナルプリント事業が提供するデザイン解析サービス「EXplainable感性® 」（以下 EX感性）の開発部門による「AIと脳科学を融合させたブランドアイデンティティ解析技術」が、IoTとAI分野で注目されている国際学会「IoT-AI 2024」の「AI-based prediction mo」
67,QUICK Money World,コニカミノルタ,ニデック（6594） 強めの当研究所営業利益予想を据え置く。今期は ...,https://moneyworld.jp/news/05_00148249_news,5 days ago ... 関連記事・ニュース. 記事. 【騰落率ランキング】先週動いた銘柄 上昇1位はコニカミノルタ、下落1位は富士通ゼネラル.,,QUICK企業価値研究所アナリスト 小西慶祐(2024/10/30) ・サマリー 　25/3期の連結営業利益計画について会社側は、7月の1Q決算発表時に上方修正した2400億円（前期比48％増）を据え置いた。3期ぶりに過 […]
68,QUICK Money World,コニカミノルタ,コニカミノルタの開示情報「コニカミノルタジャパンより空間 ...,https://moneyworld.jp/stock/4902/news/disclosure/3977862,4 days ago ... 発表者：コニカミノルタ、タイトル：「コニカミノルタジャパンより空間デザインサービスの新ブランド「Miraisia (TM)」を発表」、本文：「 コニカ ...,,発表者：コニカミノルタ、タイトル：「コニカミノルタジャパンより空間デザインサービスの新ブランド「Miraisia (TM)」を発表」、本文：「 コニカミノルタジャパンより 空間デザインサービスの 新ブランド「Miraisia (TM) 」を発表  2024年10月31日 コニカミノルタジャパン株式会社（本社：東京都港区、代表取締役社長：一條 啓介、以下 コニカミノルタジャパン）は、オフィス、商業施設の空間デザインを手掛ける事業において、多様なライフスタイルで働き続けられる未来を目指す新ブランド『Miraisia（ミライシア）』を発表しました。    新ブランド『Miraisia』を立ち上げた背景と目的  コニカミノルタグループは、事業を通じて「働きがい向上および企業活性化」「健康で質の高い生活の実現」などの５つのマテリアリティ（重要」
69,QUICK Money World,コニカミノルタ,フジクラ株が大幅続伸 米コーニングの7～9月期決算が予想上回る ...,https://moneyworld.jp/news/05_00148046_news,6 days ago ... コニカミノルタ（4902）は2%高 フジクラ（5803）は1% 安 22日の夜間PTS. 23日の株式市場で ...,,【QUICK Market Eyes 永島奏子】10月30日の東京株式市場で、電線大手のフジクラ（5803）が大幅に続伸している。一時、前日比211円（3.99％円）高の5490円まで上昇した。米特殊ガラス大手コーニング […]
70,QUICK Money World,リコー,ﾘｺｰﾘｰｽ(8566) Notice Concerning Revision to Dividend Forecasts ...,https://moneyworld.jp/news/OZN6270_ainews,"3 days ago ... 開示会社：ﾘｺｰﾘｰｽ(8566) 開示書類：Notice Concerning Revision to Dividend Forecasts for the Fiscal Year Ending March 31, 2025",,dummy exerpt
71,QUICK Money World,リコー,ﾘｺｰﾘｰｽ(8566) 2025年３月期 第２四半期（中間期）決算短信〔日本 ...,https://moneyworld.jp/news/OZN6292_headline,3 days ago ... 開示会社：ﾘｺｰﾘｰｽ(8566) 開示書類：2025年3月期 第2四半期（中間期）決算短信〔日本基準〕（連結） 開示日時：2024/11/01 14:00,,dummy exerpt
72,QUICK Money World,リコー,ﾘｺｰﾘｰｽ(8566) 株式報酬制度における株式取得に係る事項の決定 ...,https://moneyworld.jp/news/OZN7986_ainews,3 days ago ... ﾘｺｰﾘｰｽ(8566) 株式報酬制度における株式取得に係る事項の決定に関するお知らせ · この記事・ニュースに関連する銘柄・株価 · 関連記事・ニュース · 銘柄名・ ...,,dummy exerpt
73,QUICK Money World,リコー,ﾘｺｰﾘｰｽ(8566) 2025年３月期配当予想の修正に関するお知らせ ...,https://moneyworld.jp/news/OZN6273_ainews,3 days ago ... この結果、当期の年間配当金は中間配当金80円と合わせまして前期より25円増配の1株当たり175円といたします。なお、今期の業績予想に基づく配当性向は36.7 ...,,dummy exerpt
74,QUICK Money World,リコー,リコーリースの開示情報「2025年３月期 第２四半期（中間期）決算 ...,https://moneyworld.jp/stock/8566/news/disclosure/20241101509067,"3 days ago ... リコーリース. 最終更新 2024/11/1 15:00 ※20分遅れで更新. 4,950円. +10円 (+0.2%). 【OA・情報通信リース】リコー製の複写機などが主力。医療機器に注力 ...",,発表者：リコーリース、タイトル：「2025年３月期 第２四半期（中間期）決算短信〔日本基準〕（連結）」、本文：「2025年３月期第２四半期（中間期）決算短信〔日本基準〕（連結）2024年11月１日上場会社名リコーリース株式会社上場取引所東コード番号8566ＵＲＬhttps://www.r-lease.co.jp/代表者（役職名）代表取締役社長執行役員（氏名）中村徳晴問合せ先責任者（役職名）常務執行役員経営管理本部長（氏名）大澤洋ＴＥＬ050-1702-4203半期報告書提出予定日2024年11月12日配当支払開始予定日2024年12月２日決算補足説明資料作成の有無：有決算説明会開催の有無：有（機関投資家・アナリスト向け）（百万円未満切捨て）（１）連結経営成績（累計）（％表示は対前年中間期増減率）売上高営」
